Temperatura (°C),pH,Tempo (h),Glicose (g/L),Agitação (rpm),Tipo de Fermentador,Operador Responsável,Rendimento Etanol (%)
39.17,4.97,46.0,167.8,,Tipo-B,ana,55.97
36.05,4.63,21.8,132.8,223.1,Desconhecido,ana,47.45
38.24,4.28,18.1,146.8,257.8,Tipo B,Ana,20.5
28.04,4.43,29.4,168.2,289.8,Tipo B,bruno,49.67
33.81,4.21,37.3,191.2,175.3,TIPO C,bruno,51.56
35.52,5.37,20.2,182.5,215.4,Desconhecido,,37.48
35.2,5.32,12.1,145.1,117.3,TIPO C,Ana,25.46
31.12,5.9,24.3,138.8,171.8,Tipo-B,Ana,34.1
25.23,5.46,46.9,124.0,182.4,Tipo B,Ana,54.52
33.74,4.1,37.0,9999.0,267.0,TIPO C,Bruno,50.85
28.8,5.77,26.4,111.1,202.7,tipo a,Ana,31.08
31.75,5.73,18.9,197.1,246.2,Tipo C,ana,37.83
39.36,4.89,24.8,157.4,103.8,Tipo-B,ana,37.15
30.99,5.17,,112.8,192.9,Tipo-B,Desconhecido,30.34
37.6,5.95,15.8,135.3,280.3,Tipo A,bruno,38.07
27.83,5.06,44.6,154.7,,Tipo B,bruno,54.66
35.09,5.81,47.9,153.3,106.3,Tipo-B,,45.9
39.66,4.17,17.9,103.6,,Tipo-B,Ana,33.2
26.53,4.38,14.0,9999.0,240.9,,bruno,30.49
25.12,4.88,23.9,127.5,190.9,TIPO C,Ana,34.4
31.5,5.17,28.6,101.6,192.0,tipo a,Ana,26.38
26.39,5.63,19.4,107.6,234.0,Desconhecido,bruno,22.88
36.23,5.98,22.9,158.0,,Tipo B,bruno,26.63
38.72,4.78,19.2,113.8,250.4,,Desconhecido,32.53
,4.09,39.9,104.2,130.6,Tipo C,,45.58
28.88,5.6,37.7,138.0,179.2,tipo a,Carlos,42.2
31.52,-1.0,34.9,162.3,231.2,Tipo C,Desconhecido,42.72
35.85,4.4,25.9,111.2,265.7,Tipo A,Desconhecido,30.17
25.14,4.99,44.7,131.3,,Tipo-B,bruno,43.88
33.84,5.48,46.9,141.8,244.3,TIPO C,,50.05
34.2,5.54,18.3,115.9,171.8,tipo a,ana,36.24
34.57,5.0,20.0,150.6,124.5,,,36.77
28.63,4.61,30.9,108.5,143.4,Tipo C,Desconhecido,42.87
35.71,5.95,,104.7,273.0,Tipo B,ana,31.68
26.37,5.33,27.7,152.0,271.5,Tipo A,bruno,42.45
27.99,4.82,32.9,124.8,290.3,,Bruno,35.64
38.16,4.56,30.8,109.5,,Desconhecido,Ana,49.0
36.08,5.46,23.9,142.4,207.4,Tipo A,Carlos,43.42
25.21,4.48,31.5,191.5,229.7,Tipo-B,ana,39.24
28.73,4.34,46.5,172.4,242.1,Tipo-B,Bruno,57.74
28.22,5.06,19.4,181.6,228.8,Tipo C,ana,39.65
29.06,4.58,35.6,187.2,254.0,Tipo C,Ana,45.76
28.71,-1.0,13.6,197.3,171.9,Tipo A,Ana,31.81
25.94,4.24,14.4,176.3,135.9,Tipo C,,23.76
31.88,5.31,31.9,160.8,140.9,Tipo-B,Carlos,49.25
35.99,4.57,15.8,136.5,102.4,Tipo A,Desconhecido,28.62
34.1,4.0,,118.2,170.1,Tipo A,Ana,27.56
35.09,-1.0,,168.7,118.3,Desconhecido,Carlos,32.3
26.22,5.87,32.3,199.5,164.3,Tipo B,ana,37.57
39.27,5.73,37.3,146.7,225.6,Tipo B,ana,40.48
37.58,4.47,,172.4,,Tipo C,ana,41.18
37.08,5.56,36.1,149.5,267.9,,,48.09
37.34,5.22,18.6,143.2,,Tipo C,ana,43.71
38.99,5.94,34.1,141.0,126.8,,ana,50.52
33.16,4.75,26.8,150.5,138.6,Tipo-B,bruno,45.14
28.0,5.36,35.5,136.7,294.2,,Ana,48.23
34.25,4.13,47.8,174.9,209.9,Tipo-B,,58.78
36.14,4.79,45.8,187.4,136.5,Tipo B,Ana,56.44
36.07,5.93,12.2,188.3,268.1,Tipo A,Desconhecido,33.84
32.82,5.08,43.9,122.8,179.0,tipo a,,49.25
26.03,4.58,14.4,189.6,,TIPO C,Desconhecido,17.03
30.57,4.24,46.3,134.2,152.1,TIPO C,,54.6
38.81,5.41,22.1,130.9,178.6,Desconhecido,bruno,41.08
33.77,5.29,25.8,172.7,,tipo a,Ana,33.19
33.07,4.75,15.3,130.5,278.5,,,33.81
29.03,5.9,16.0,105.3,273.8,Desconhecido,Desconhecido,30.0
30.53,4.04,38.2,137.4,214.9,Tipo C,,50.21
38.43,4.61,46.0,172.1,144.4,TIPO C,Carlos,55.56
35.0,5.84,34.0,132.7,180.7,Desconhecido,ana,35.89
36.81,-1.0,37.8,163.0,295.1,TIPO C,ana,48.15
31.82,4.5,39.4,9999.0,221.6,tipo a,Ana,46.44
34.45,5.07,21.5,173.4,256.2,Desconhecido,ana,37.04
28.73,5.65,13.6,189.7,190.0,tipo a,ana,28.86
35.58,4.21,,143.3,206.4,Tipo B,Carlos,26.88
31.41,5.89,24.6,116.6,185.8,Tipo A,Bruno,36.41
,5.59,20.7,131.9,240.6,Tipo-B,bruno,28.18
34.74,-1.0,14.2,143.2,270.3,,Desconhecido,32.36
39.04,5.42,18.5,171.4,201.5,Tipo B,Bruno,32.38
25.96,4.77,16.5,101.3,196.2,TIPO C,Desconhecido,26.61
37.37,4.8,44.9,131.6,168.1,Tipo-B,Bruno,45.04
29.39,5.57,17.0,178.0,135.4,Tipo B,ana,35.15
31.66,5.93,31.4,167.1,287.8,Tipo B,Desconhecido,40.4
25.33,4.25,33.4,173.2,163.2,tipo a,bruno,42.27
29.52,4.84,31.6,181.2,260.1,Tipo-B,Ana,39.35
32.54,4.96,15.6,178.3,243.1,Tipo B,Carlos,29.67
25.84,4.75,23.5,168.2,258.2,tipo a,Bruno,30.59
,4.73,13.8,144.0,287.4,Tipo C,Carlos,31.13
38.91,4.1,26.2,198.4,224.7,Tipo-B,Carlos,44.31
26.58,5.37,18.8,156.9,279.6,,Desconhecido,26.88
36.47,4.87,32.2,120.3,133.5,Desconhecido,Ana,44.35
31.15,4.39,36.9,129.3,225.3,Tipo B,Desconhecido,44.14
34.83,5.63,31.2,169.4,,TIPO C,Carlos,44.9
28.9,5.61,27.6,192.5,154.3,Tipo C,ana,34.2
27.39,4.97,25.9,117.9,248.2,tipo a,,38.76
27.41,4.6,42.3,108.2,255.7,Tipo B,bruno,46.69
26.06,5.28,19.9,188.2,266.2,TIPO C,Ana,32.77
27.78,4.58,38.4,191.5,162.6,tipo a,Ana,58.56
34.96,-1.0,,127.6,236.3,tipo a,ana,40.12
38.23,5.46,27.1,137.7,160.9,Desconhecido,Carlos,43.52
37.21,4.08,22.7,166.0,247.8,TIPO C,Desconhecido,39.43
35.28,4.19,28.9,133.0,192.6,tipo a,ana,43.24
26.66,4.01,15.4,187.7,219.5,Tipo-B,bruno,30.5
29.34,4.31,13.7,110.8,183.2,Desconhecido,Bruno,26.89
29.65,4.14,16.0,103.8,132.4,Tipo C,Desconhecido,28.49
28.75,5.99,18.7,120.8,135.6,Desconhecido,Ana,41.5
32.73,4.58,30.2,128.6,115.5,Tipo C,ana,39.41
33.03,4.3,42.6,111.3,,Tipo A,Desconhecido,48.57
30.35,4.48,20.5,106.6,269.7,Desconhecido,Bruno,27.39
30.31,5.87,45.7,175.6,104.2,Desconhecido,,46.65
,5.04,46.4,116.4,113.2,,,55.49
,4.73,46.5,191.4,,Tipo B,bruno,58.95
29.62,5.75,42.2,136.8,247.5,Desconhecido,,48.08
38.71,4.79,25.1,167.1,131.5,tipo a,,43.79
39.29,4.67,14.6,122.5,154.3,,ana,29.62
29.9,4.41,32.5,124.0,146.4,Tipo B,bruno,53.07
30.32,4.76,32.1,157.5,179.8,,Bruno,43.35
32.58,4.63,42.6,156.1,145.0,,Bruno,54.15
39.12,5.35,47.9,176.9,170.5,Tipo C,,59.04
38.14,4.58,30.3,175.8,245.7,Tipo C,Carlos,42.25
26.54,5.15,24.4,167.1,222.2,tipo a,Ana,33.57
30.89,4.13,18.7,144.9,116.2,Tipo-B,Carlos,24.27
33.3,4.38,12.2,189.1,227.5,TIPO C,Desconhecido,20.83
32.55,4.81,30.3,162.3,195.4,tipo a,Bruno,47.25
27.91,5.87,,199.0,286.9,tipo a,Carlos,39.05
37.88,4.75,41.7,181.9,157.9,Tipo A,Ana,52.99
35.15,5.33,30.2,104.4,245.2,TIPO C,Ana,49.67
,4.51,45.0,132.1,246.2,,Bruno,60.44
37.88,4.25,34.6,157.2,144.3,,ana,46.63
36.23,4.12,42.3,172.1,280.6,Desconhecido,Carlos,51.15
31.59,4.61,17.3,155.0,198.2,,bruno,31.13
34.16,4.32,42.8,178.6,235.8,Tipo-B,Bruno,63.31
27.41,4.35,36.3,128.3,129.2,,,43.13
35.1,5.52,18.1,118.4,151.6,Tipo B,Desconhecido,46.99
27.69,4.03,18.8,9999.0,217.2,TIPO C,Carlos,21.69
35.41,5.12,45.4,157.3,163.8,Tipo-B,Carlos,54.74
28.44,4.76,13.2,168.9,199.9,tipo a,Bruno,34.0
26.76,5.01,28.7,132.6,174.8,tipo a,ana,43.32
27.48,5.13,23.3,161.4,228.1,tipo a,Carlos,38.7
25.03,4.63,35.9,105.2,197.4,tipo a,Carlos,38.7
35.78,4.59,42.2,109.9,100.9,tipo a,Desconhecido,43.3
,5.47,25.0,170.2,229.9,TIPO C,ana,39.09
32.72,5.74,27.4,136.8,184.4,Desconhecido,Desconhecido,43.4
27.42,4.39,47.3,167.1,168.3,TIPO C,bruno,60.73
26.25,4.2,40.2,183.2,118.8,Desconhecido,Desconhecido,46.29
25.29,5.8,44.3,185.3,144.1,TIPO C,,48.26
27.49,-1.0,27.8,9999.0,144.8,Tipo-B,bruno,37.62
38.36,5.1,20.4,148.6,287.1,tipo a,Desconhecido,39.07
28.62,4.72,26.8,173.4,186.5,Tipo C,bruno,44.37
30.31,4.25,37.8,177.4,108.4,TIPO C,ana,43.62
26.58,5.18,15.9,178.5,127.8,Tipo C,Desconhecido,28.55
28.34,5.05,21.7,122.8,115.8,,Desconhecido,34.78
32.79,4.41,13.7,119.3,217.8,Tipo A,Bruno,25.09
34.12,4.9,27.6,159.0,137.3,,Desconhecido,35.84
28.68,5.59,41.8,174.1,199.7,Tipo B,bruno,56.17
25.87,5.18,12.9,131.9,174.0,TIPO C,Bruno,25.51
30.87,4.19,36.3,110.5,260.8,Tipo C,bruno,48.33
28.51,5.1,45.6,171.7,164.1,Tipo A,Desconhecido,55.8
28.29,5.41,,130.0,191.7,Tipo-B,Desconhecido,25.24
39.4,5.59,37.0,116.6,244.3,Tipo B,bruno,45.31
34.24,5.26,47.1,114.8,186.7,Desconhecido,ana,54.49
33.35,4.31,46.6,131.5,258.6,,ana,52.44
31.24,5.42,20.5,159.3,232.3,tipo a,,35.72
31.43,5.35,15.6,135.8,182.1,TIPO C,ana,30.79
33.11,4.05,17.3,102.1,200.8,TIPO C,Carlos,32.99
35.45,4.82,37.3,109.7,293.4,tipo a,Bruno,48.06
35.53,4.67,38.1,129.1,232.3,,Bruno,49.07
27.58,5.34,36.3,9999.0,281.0,,ana,38.55
,4.43,24.1,109.9,,Desconhecido,Desconhecido,31.92
31.18,5.18,18.1,156.1,,Tipo-B,Bruno,29.86
38.06,5.83,32.9,112.0,281.7,Tipo B,bruno,42.15
34.47,5.6,29.4,121.2,164.5,TIPO C,Desconhecido,38.39
32.99,5.84,38.2,117.2,293.5,Tipo C,Bruno,49.55
,5.96,27.9,106.7,119.4,,Ana,42.58
34.08,4.02,24.2,167.1,280.5,Desconhecido,Bruno,30.45
26.76,5.25,22.6,146.3,189.0,,ana,32.76
30.06,4.83,19.6,183.1,114.7,Tipo B,bruno,28.97
27.14,5.72,21.6,109.9,275.9,Tipo A,Bruno,25.1
35.38,4.5,15.4,114.5,150.4,Desconhecido,,27.4
28.09,5.96,24.5,130.6,104.5,,Carlos,26.99
,5.23,13.3,176.6,127.2,TIPO C,ana,29.94
38.44,5.59,18.7,130.6,231.8,Tipo-B,,33.97
28.06,-1.0,38.9,140.8,295.6,Desconhecido,,44.36
,4.37,23.7,130.2,122.3,Tipo C,Carlos,36.5
31.29,5.52,36.1,108.0,192.4,Tipo B,Desconhecido,36.9
25.27,4.04,37.8,193.9,136.1,Desconhecido,Carlos,38.3
36.89,5.63,32.9,154.9,249.0,Tipo B,bruno,47.36
26.04,4.03,46.5,178.8,123.6,Tipo C,Ana,44.42
32.11,5.31,12.8,165.8,148.0,Tipo A,Ana,18.42
33.41,4.73,38.6,151.4,139.3,Tipo A,Desconhecido,56.07
34.43,5.22,46.5,109.0,210.5,Desconhecido,Desconhecido,55.62
35.33,5.39,43.0,164.3,274.6,Tipo B,Carlos,58.78
28.8,4.68,18.0,115.5,202.2,tipo a,,26.67
25.15,4.22,23.8,141.4,111.6,Tipo C,bruno,24.79
35.85,4.14,18.2,162.9,212.7,,Carlos,34.6
33.03,5.18,33.6,178.2,259.5,TIPO C,bruno,40.8
37.54,5.04,37.6,168.5,126.4,,bruno,54.66
37.32,5.48,23.4,167.2,114.5,Desconhecido,Ana,39.26
37.65,5.02,31.4,114.9,137.6,Tipo A,,44.42
32.28,4.84,36.9,134.6,249.2,TIPO C,bruno,48.07
30.0,4.8,27.2,104.3,218.3,Tipo A,Bruno,47.75
36.87,4.05,42.7,171.9,208.1,Tipo A,bruno,55.08
31.77,4.67,39.8,195.3,149.9,Tipo-B,Ana,48.61
27.75,5.95,14.3,126.4,166.4,Desconhecido,ana,25.72
37.82,5.75,34.4,108.8,293.2,TIPO C,Carlos,41.35
38.24,4.66,20.5,147.6,148.1,tipo a,bruno,33.65
31.99,5.18,32.1,185.7,280.3,Tipo A,Bruno,51.4
26.14,5.69,46.4,155.2,216.1,tipo a,Desconhecido,51.11
30.82,4.88,43.6,104.7,124.7,Tipo B,Carlos,53.23
37.05,4.04,26.6,197.4,193.5,Tipo B,Desconhecido,35.83
38.53,4.15,22.5,182.9,289.7,,Bruno,43.09
28.05,5.02,20.4,113.2,183.7,,Ana,30.79
26.0,5.94,31.2,192.2,272.7,Tipo-B,ana,41.2
38.16,5.39,16.1,145.1,151.3,,,33.14
30.84,4.14,,137.2,214.2,tipo a,Ana,41.49
33.13,4.38,12.0,146.1,268.8,Tipo C,ana,27.85
39.52,5.54,23.7,183.5,284.1,Tipo-B,,47.58
,5.68,,165.9,197.2,Tipo A,Carlos,23.6
34.72,5.24,47.0,105.9,227.9,Tipo B,bruno,57.1
26.11,5.29,38.2,195.8,100.6,,bruno,42.41
30.63,4.06,24.6,114.8,150.6,Desconhecido,Desconhecido,28.64
,5.66,15.3,174.6,155.7,Tipo B,Ana,42.74
31.5,5.58,30.6,163.6,118.7,Tipo C,bruno,36.06
39.96,4.52,19.7,118.8,155.9,Tipo-B,ana,26.2
33.39,5.42,31.3,117.1,164.2,tipo a,,46.34
29.82,4.43,42.1,187.0,293.8,Desconhecido,bruno,48.75
28.3,4.08,34.2,142.0,233.7,Tipo B,Ana,47.8
30.26,4.4,34.8,165.5,185.2,Tipo A,Ana,32.88
30.59,4.36,31.5,150.4,,Tipo C,Bruno,51.57
26.03,4.68,45.4,172.7,130.6,Tipo C,,55.39
30.54,4.84,45.5,147.9,195.2,TIPO C,Desconhecido,51.66
31.96,5.02,30.5,128.7,229.4,Tipo C,,33.12
35.84,4.95,23.0,136.3,111.1,Tipo A,Ana,30.13
34.85,4.54,28.5,185.9,243.4,Tipo C,,39.38
35.63,4.06,18.7,146.8,120.0,,Bruno,35.24
25.13,5.21,34.9,121.3,128.1,tipo a,,36.73
28.27,4.79,30.0,193.5,131.9,TIPO C,Ana,30.57
34.93,4.6,15.7,179.7,285.8,,Carlos,34.74
,-1.0,19.1,105.6,236.6,tipo a,ana,36.41
25.08,5.49,29.3,199.9,231.1,Desconhecido,ana,50.67
37.07,5.72,,169.5,211.1,Tipo-B,Carlos,48.58
36.59,4.99,32.4,116.0,158.6,Tipo-B,Carlos,39.4
33.23,4.26,36.5,123.7,224.2,Desconhecido,Ana,30.31
26.0,5.39,24.2,169.2,182.0,,bruno,27.33
36.5,4.41,32.6,178.0,129.1,Desconhecido,bruno,39.46
33.76,4.88,28.1,123.9,237.9,,Carlos,36.18
36.73,4.13,35.7,125.7,125.9,,Desconhecido,41.96
,5.65,13.8,130.7,138.1,tipo a,ana,32.08
37.05,4.25,29.8,159.8,263.5,Tipo A,Bruno,45.72
32.77,5.81,22.7,117.2,232.0,TIPO C,Carlos,31.74
27.1,-1.0,23.7,110.4,226.2,Tipo-B,ana,32.97
35.07,4.93,46.6,167.9,183.6,,Bruno,49.04
34.31,5.49,18.6,177.9,179.3,Tipo C,,31.36
36.13,5.24,23.2,150.1,,Desconhecido,Bruno,32.14
27.55,5.61,30.4,136.4,248.0,tipo a,Carlos,35.74
27.92,4.86,43.1,143.2,202.0,Tipo B,bruno,59.02
38.36,5.57,27.0,138.8,293.9,Tipo A,Desconhecido,42.61
36.25,4.92,38.8,196.0,291.1,Tipo A,ana,49.39
38.62,-1.0,42.8,176.8,182.5,tipo a,Carlos,55.15
36.38,4.97,23.2,120.8,264.1,,Bruno,36.21
33.96,4.93,26.1,138.4,208.7,Tipo B,ana,47.83
34.81,5.57,24.8,154.4,202.4,Tipo A,Ana,40.16
38.34,5.64,42.0,161.3,111.0,TIPO C,,45.93
33.68,5.11,13.6,146.8,214.8,Tipo-B,Ana,36.79
34.49,-1.0,23.1,181.0,280.1,TIPO C,ana,41.42
27.35,4.94,36.5,176.8,256.0,Tipo B,ana,48.47
32.11,5.94,32.4,150.5,257.3,TIPO C,Bruno,46.14
35.75,-1.0,27.7,185.4,132.0,Tipo C,Carlos,44.97
,-1.0,31.4,175.1,171.7,Desconhecido,bruno,43.77
28.03,4.07,19.1,177.9,146.6,Desconhecido,Carlos,29.36
29.71,4.94,27.5,195.6,163.2,Tipo-B,Desconhecido,44.54
28.62,5.29,30.1,126.6,215.9,Tipo B,ana,38.88
28.22,5.66,44.4,126.8,173.0,tipo a,Ana,55.71
,4.1,21.4,188.9,212.1,,Bruno,36.84
38.62,5.7,43.2,177.2,187.7,Tipo A,bruno,54.77
32.61,5.1,35.2,192.7,157.3,Tipo-B,,49.93
27.82,4.39,12.7,106.3,119.1,tipo a,Carlos,24.93
26.15,4.63,38.1,162.8,278.4,Tipo B,Desconhecido,52.73
35.44,4.56,13.3,114.5,102.3,Tipo C,Carlos,32.86
30.74,5.06,47.9,150.4,100.3,Tipo A,,54.1
37.33,4.1,43.4,115.6,265.4,Tipo A,Desconhecido,35.31
34.89,4.32,22.7,112.8,299.4,Tipo-B,Carlos,40.51
36.94,5.63,21.3,101.2,245.4,tipo a,bruno,37.32
29.08,4.27,25.7,163.0,103.1,Desconhecido,bruno,47.64
35.39,4.47,24.8,135.9,145.3,Tipo B,Bruno,31.09
28.96,4.91,25.4,110.5,294.4,Tipo B,bruno,35.78
39.09,5.03,23.5,132.3,261.7,tipo a,Desconhecido,32.08
34.55,5.53,34.4,116.9,213.4,Tipo A,Bruno,40.89
29.87,4.89,17.9,9999.0,147.4,,,40.44
29.04,5.58,42.5,132.0,102.9,tipo a,bruno,39.28
27.86,5.24,,133.4,104.2,TIPO C,Ana,40.02
35.42,4.23,29.2,184.0,222.4,Desconhecido,,45.18
28.28,4.31,42.7,164.8,,Tipo B,Desconhecido,49.11
33.93,4.87,20.9,171.0,298.7,,,35.68
28.97,4.79,12.6,163.6,136.7,tipo a,,14.4
34.93,-1.0,34.3,194.6,242.1,Tipo A,Bruno,53.69
37.22,5.16,28.5,120.7,131.0,Tipo-B,Desconhecido,39.94
36.67,4.78,32.4,198.9,208.0,,Bruno,41.8
36.41,4.34,44.4,183.1,116.1,TIPO C,Desconhecido,55.02
27.82,4.45,46.9,158.9,253.4,Tipo A,Ana,59.15
26.33,5.15,34.8,166.2,217.0,Tipo C,,42.43
35.48,4.85,39.5,164.9,117.2,Tipo C,bruno,46.64
30.53,5.03,15.0,105.8,269.7,tipo a,Carlos,29.52
31.49,4.34,17.8,121.8,209.4,Desconhecido,,32.51
25.47,5.33,38.4,196.1,284.3,Desconhecido,Carlos,49.83
28.89,5.71,27.5,153.4,283.3,Tipo A,Carlos,37.17
25.51,4.52,28.1,137.8,284.1,Tipo A,,43.79
38.19,4.98,23.1,176.2,115.6,Tipo B,Bruno,34.66
28.65,5.95,33.9,152.5,124.2,Tipo-B,bruno,39.55
33.36,-1.0,18.7,101.3,297.5,TIPO C,,32.19
25.58,5.19,34.6,173.6,197.5,Tipo A,ana,35.55
35.0,4.18,18.3,173.2,147.6,,Bruno,34.5
29.85,5.21,14.3,116.5,253.9,TIPO C,,29.05
38.47,4.18,23.9,195.7,152.9,tipo a,,38.07
38.32,5.92,20.3,122.4,245.4,Tipo B,Bruno,37.12
29.88,5.43,44.0,145.8,267.5,Desconhecido,,50.56
38.51,-1.0,14.0,111.5,256.9,TIPO C,Bruno,38.02
39.94,5.41,18.4,160.3,154.8,TIPO C,,38.04
37.38,5.18,31.8,137.5,180.3,TIPO C,ana,46.49
37.67,4.9,29.3,135.3,182.7,TIPO C,,39.55
28.74,-1.0,13.7,182.7,198.3,TIPO C,Bruno,18.47
33.65,5.91,12.3,101.0,133.5,Desconhecido,bruno,28.95
26.01,5.0,47.6,179.8,190.5,Tipo B,,43.94
26.42,5.86,35.7,157.1,202.2,tipo a,Carlos,40.89
39.98,5.17,25.2,198.6,206.3,TIPO C,Desconhecido,47.21
29.9,5.08,28.9,158.9,264.0,TIPO C,Bruno,36.72
36.22,4.91,21.6,105.5,203.5,tipo a,,33.56
37.1,4.42,,105.1,146.2,Tipo A,bruno,29.95
37.87,4.01,35.4,188.3,232.6,Tipo A,Ana,42.58
39.96,4.48,43.8,184.1,259.5,Desconhecido,Desconhecido,52.3
28.62,5.02,18.6,134.6,163.9,Tipo B,Bruno,28.78
25.61,4.76,42.3,161.8,229.1,Tipo B,Bruno,49.58
31.17,4.9,16.4,149.0,129.4,Tipo-B,,31.64
26.95,5.96,19.7,196.7,168.4,Tipo B,Desconhecido,38.09
25.34,4.7,13.3,195.0,281.8,Desconhecido,Desconhecido,26.15
30.41,4.9,17.1,198.4,282.3,tipo a,Bruno,36.5
36.76,4.27,45.0,186.6,215.1,TIPO C,bruno,51.7
33.49,4.1,28.5,191.0,240.5,tipo a,Ana,49.27
,5.55,14.8,121.7,270.8,Desconhecido,,29.19
34.82,5.14,46.6,183.1,291.7,Tipo-B,bruno,56.16
28.48,5.52,43.6,170.9,198.0,Tipo C,ana,46.59
25.22,4.3,,196.3,212.3,Desconhecido,Carlos,50.78
36.47,5.14,45.6,157.1,183.1,Desconhecido,Carlos,55.93
34.36,-1.0,19.9,108.5,114.4,Tipo C,Carlos,33.5
36.43,4.46,42.1,159.7,184.6,tipo a,Bruno,46.77
25.58,4.02,36.8,168.7,258.1,Tipo C,,39.21
37.56,4.26,43.3,122.0,261.0,Desconhecido,,43.6
34.29,4.62,40.7,139.4,,Desconhecido,Ana,48.29
33.45,4.23,24.5,159.9,110.3,Tipo C,Ana,33.77
34.37,5.97,39.9,137.4,205.4,,,40.75
37.97,4.62,21.4,137.5,121.5,Desconhecido,ana,35.88
33.8,4.26,23.8,113.3,140.1,Tipo-B,Bruno,33.09
33.71,4.4,15.9,194.1,280.0,Desconhecido,Bruno,29.49
39.86,5.18,45.7,175.0,199.4,Desconhecido,Bruno,53.07
36.35,4.13,22.5,100.1,251.7,TIPO C,Ana,35.85
31.63,5.72,30.7,9999.0,112.9,Tipo B,Bruno,36.93
35.61,5.92,26.1,174.0,183.4,Tipo B,Desconhecido,46.96
30.84,4.49,46.6,101.0,234.8,Tipo C,Desconhecido,51.07
28.43,4.9,,137.0,126.7,Tipo A,Desconhecido,39.36
33.95,4.04,40.0,160.7,165.2,Tipo-B,Bruno,42.06
38.92,5.28,42.8,145.3,112.9,TIPO C,Desconhecido,52.14
38.94,4.83,27.7,177.8,230.3,TIPO C,,39.13
30.13,4.54,25.6,142.5,294.2,Tipo C,ana,40.08
32.92,4.41,38.9,9999.0,265.4,Tipo A,Bruno,47.3
28.17,5.31,44.9,197.6,294.9,Tipo A,ana,63.45
,-1.0,39.2,124.2,269.1,TIPO C,Desconhecido,49.81
39.72,4.36,20.2,171.8,271.0,Tipo-B,Bruno,29.05
34.74,5.38,44.0,114.3,215.4,Tipo B,bruno,51.81
37.07,5.13,26.0,132.9,203.7,TIPO C,Carlos,41.26
35.73,5.72,32.7,9999.0,181.3,,bruno,40.57
33.9,4.23,41.9,9999.0,263.6,,Carlos,45.99
25.8,5.57,18.8,145.0,136.4,Desconhecido,Carlos,23.32
31.82,5.35,,115.7,111.2,TIPO C,Desconhecido,49.6
35.12,4.23,33.5,155.9,289.6,Desconhecido,Carlos,48.19
35.16,5.39,44.2,166.4,100.8,tipo a,Carlos,64.96
,4.88,18.2,106.2,295.4,Tipo A,bruno,31.15
39.13,5.89,27.1,187.1,245.8,tipo a,Carlos,42.86
27.51,4.28,42.0,118.5,165.7,,Bruno,45.21
32.51,5.29,12.7,122.5,239.6,tipo a,ana,41.92
35.36,4.76,16.0,166.1,263.6,Tipo-B,,36.74
35.46,5.91,47.7,146.9,149.1,,ana,53.75
34.73,4.66,22.1,149.9,254.2,TIPO C,Bruno,47.73
29.13,-1.0,47.1,112.8,260.9,Tipo B,,50.55
,-1.0,18.6,180.6,149.9,,Desconhecido,47.88
34.54,4.54,25.0,161.7,108.4,Desconhecido,,46.29
33.99,5.61,39.1,113.5,140.8,Desconhecido,,46.71
27.69,5.99,35.7,137.4,140.1,Tipo-B,bruno,43.47
35.58,4.51,32.9,181.0,113.0,Tipo A,,45.51
31.83,4.87,31.1,156.8,,Tipo B,,46.93
35.02,5.04,42.4,110.9,176.0,TIPO C,Ana,47.96
37.56,4.59,20.5,137.3,276.9,,ana,47.32
27.55,4.03,27.9,124.3,,Tipo C,bruno,31.58
25.29,4.44,17.6,151.7,190.6,Tipo B,ana,30.26
36.69,4.56,33.5,184.3,227.8,Desconhecido,Ana,48.93
34.15,4.89,,143.6,275.5,Tipo-B,Carlos,34.88
35.49,-1.0,24.0,143.3,204.9,Tipo-B,Ana,31.03
37.57,5.75,29.0,190.5,174.7,tipo a,Carlos,44.03
37.04,5.41,13.0,157.6,273.4,,ana,32.82
39.41,4.17,15.3,156.6,162.0,TIPO C,,30.2
33.04,5.3,36.7,126.2,115.9,Tipo C,bruno,44.01
32.33,5.31,27.4,160.8,189.0,TIPO C,bruno,40.76
31.03,5.91,43.1,157.6,,Tipo B,Desconhecido,56.2
27.31,4.01,37.0,139.7,106.2,Tipo C,ana,47.33
33.59,4.5,12.3,199.1,217.2,TIPO C,Desconhecido,32.57
29.16,5.86,34.2,188.2,218.9,tipo a,,41.17
,5.86,15.4,175.0,285.7,Tipo C,ana,31.6
33.75,5.44,40.1,153.7,157.3,Tipo C,,48.06
33.89,5.53,47.7,146.2,155.8,Tipo B,Carlos,52.31
30.32,4.18,31.1,118.5,188.1,Tipo C,ana,33.73
25.78,5.03,36.6,130.6,171.4,tipo a,ana,39.48
25.48,4.46,20.5,177.4,247.3,,Carlos,35.68
31.35,4.36,27.8,145.4,228.4,Tipo A,Bruno,35.77
26.27,5.62,42.8,188.2,251.8,Tipo A,,50.0
34.1,4.27,,114.8,264.0,Tipo-B,Bruno,31.92
38.21,4.94,21.6,150.8,284.6,Tipo A,ana,41.11
38.24,5.88,28.0,164.7,186.2,Tipo B,Bruno,37.9
34.89,4.37,37.6,151.7,296.9,Tipo-B,bruno,32.18
28.17,5.96,25.5,188.9,143.1,Tipo A,ana,32.15
37.94,5.99,45.4,199.0,242.9,Tipo A,Ana,50.56
38.29,5.11,15.4,111.6,206.8,Tipo-B,Carlos,21.75
